Created Time,Site,Partner Domain,OriginCity,DestinationCity,JourneyType,Out Date,Return Date,Num Adt,Num Cnn,Num Inf,Cabin Classes,Total Stops,ID,MarketingCarriers,Sessions ID,ID,Num Orders
2025-09-09 06:23:14,booking_co,booking,New York,Mexico City,One-Way,2025-09-28,,1,0,0,Y,,2442,VB,1581977697477,2495322249,0
2025-09-09 06:23:13,booking_co,booking,Mexico City,Los Angeles,One-Way,2025-10-06,,1,0,0,Y,,2442,AM,1581978477368,2495282623,0
2025-09-09 06:23:13,booking_co,booking,Mexico City,Phoenix,One-Way,2025-10-07,,1,0,0,Y,,2412,AA,1581979527624,2495256002,0
2025-09-09 06:23:13,booking_co,booking,Mexico City,Toronto,One-Way,2025-09-28,,1,0,0,Y,,2294,UA,1581950409404,2495239377,0
2025-09-09 06:23:13,booking_co,booking,Washington,Mexico City,One-Way,2025-10-03,,1,0,0,Y,,2289,AV,1581976767920,2495288632,0
2025-09-09 06:23:12,booking_co,booking,Mexico City,Orlando,One-Way,2025-09-10,,1,0,0,Y,,2445,UA,1581954215843,2495333104,0
2025-09-09 06:23:11,booking_co,booking,Cancun,Amsterdam,One-Way,2025-09-23,,1,0,0,Y,,2367,UA,1581980097304,2495302558,0
2025-09-09 06:23:11,booking_co,booking,Lima,Cancun,One-Way,2025-09-20,,1,0,0,Y,,2448,H2,1581938831243,2495189772,0
2025-09-09 06:23:11,booking_co,booking,Mexico City,Toronto,One-Way,2025-09-28,,1,0,0,Y,,2294,AA,1581950409404,2495289586,0
2025-09-09 06:23:11,booking_co,booking,Washington,Mexico City,One-Way,2025-10-03,,1,0,0,Y,,2289,AA,1581976767920,2495191799,0
2025-09-09 06:23:10,booking_co,booking,Lima,Cancun,One-Way,2025-09-20,,1,0,0,Y,,2448,H2,1581938831243,2495338040,0
2025-09-09 06:23:10,booking_co,booking,London,Mexico City,One-Way,2025-09-25,,1,0,0,Y,,2448,"LH,UA",1581941230660,2495238425,0
2025-09-09 06:23:10,booking_co,booking,Madrid,Monterrey,One-Way,2025-10-01,,1,0,0,Y,4,2410,"AM,TP,UX",1581959491665,2495236391,0
2025-09-09 06:23:10,booking_co,booking,Mexico City,Orlando,One-Way,2025-09-10,,1,0,0,Y,,2445,LA,1581954215843,2495191798,0
2025-09-09 06:23:10,booking_co,booking,Mexico City,Phoenix,One-Way,2025-10-07,,1,0,0,Y,,2412,AA,1581979527624,2495243296,0
2025-09-09 06:23:09,booking_co,booking,Mexico City,Toronto,One-Way,2025-09-28,,1,0,0,Y,,2294,UA,1581950409404,2495250097,0
2025-09-09 06:23:08,booking_co,booking,Lima,Cancun,One-Way,2025-09-20,,1,0,0,Y,,2448,AV,1581938831243,2495308365,0
2025-09-09 06:23:08,booking_co,booking,Mexico City,Orlando,One-Way,2025-09-10,,1,0,0,Y,,2445,"AS,UA",1581954215843,2495300417,0
2025-09-09 06:23:08,booking_co,booking,Mexico City,Phoenix,One-Way,2025-10-07,,1,0,0,Y,,2412,AA,1581979527624,2495192758,0
2025-09-09 06:23:07,booking_co,booking,Mexico City,Toronto,One-Way,2025-09-28,,1,0,0,Y,,2294,AA,1581950409404,2495337094,0
2025-09-09 06:23:07,booking_co,booking,New York,Mexico City,One-Way,2025-09-28,,1,0,0,Y,,2442,AV,1581977697477,2495290569,0
2025-09-09 06:23:07,booking_co,booking,Toronto,Mexico City,One-Way,2025-09-30,,1,0,0,Y,,2445,AV,1581916130810,2495276805,0
2025-09-09 06:23:06,booking_co,booking,Mexico City,Los Angeles,One-Way,2025-10-06,,1,0,0,Y,,2442,VB,1581978477368,2495255017,0
2025-09-09 06:23:06,booking_co,booking,Mexico City,Orlando,One-Way,2025-09-10,,1,0,0,Y,,2445,UA,1581954215843,2495233376,0
2025-09-09 06:23:06,booking_co,booking,Mexico City,Phoenix,One-Way,2025-10-07,,1,0,0,Y,,2412,AA,1581979527624,2495253027,0
2025-09-09 06:23:06,booking_co,booking,Mexico City,San Francisco,One-Way,2025-09-13,,1,0,0,Y,,2370,NH,1581954095811,2495205602,0
2025-09-09 06:23:05,booking_co,booking,Mexico City,Orlando,One-Way,2025-09-10,,1,0,0,Y,,2445,UA,1581954215843,2495257030,0
2025-09-09 06:23:05,booking_co,booking,Mexico City,Toronto,One-Way,2025-09-28,,1,0,0,Y,,2294,UA,1581950409404,2495246293,0
2025-09-09 06:23:05,booking_co,booking,Toronto,Mexico City,One-Way,2025-09-30,,1,0,0,Y,,2445,CM,1581916130810,2495300416,0
2025-09-09 06:23:04,booking_co,booking,London,Mexico City,One-Way,2025-09-25,,1,0,0,Y,,2448,"CM,TK",1581941230660,2495228497,0
2025-09-09 06:23:04,booking_co,booking,Mexico City,Culiacan,One-Way,2025-09-09,,1,0,0,Y,,2410,VB,1581922158579,2495069877,0
2025-09-09 06:23:04,booking_co,booking,Mexico City,San Francisco,One-Way,2025-09-13,,1,0,0,Y,,2370,LH,1581954095811,2495294559,0
2025-09-09 06:23:04,booking_co,booking,Toronto,Mexico City,One-Way,2025-09-30,,1,0,0,Y,,2445,"AM,F8",1581916130810,2495276804,0
2025-09-09 06:23:03,booking_co,booking,Mexico City,Orlando,One-Way,2025-09-10,,1,0,0,Y,,2445,UA,1581954215843,2495223580,0
2025-09-09 06:23:03,booking_co,booking,Mexico City,Toronto,One-Way,2025-09-28,,1,0,0,Y,,2294,AA,1581950409404,2495336095,0
2025-09-09 06:23:03,booking_co,booking,Washington,Mexico City,One-Way,2025-10-03,,1,0,0,Y,,2289,AC,1581976767920,2495291567,0
2025-09-09 06:23:02,booking_co,booking,Mexico City,Orlando,One-Way,2025-09-10,,1,0,0,Y,,2445,VB,1581954215843,2495342003,0
2025-09-09 06:23:01,booking_co,booking,Cancun,Amsterdam,One-Way,2025-09-23,,1,0,0,Y,,2367,AC,1581980097304,2495208585,0
2025-09-09 06:23:01,booking_co,booking,Cancun,Vancouver,One-Way,2025-09-13,,1,0,0,Y,,2442,AC,1581980666596,2495287607,0
2025-09-09 06:23:01,booking_co,booking,Lima,Cancun,One-Way,2025-09-20,,1,0,0,Y,,2448,H2,1581938831243,2495196693,0
2025-09-09 06:23:01,booking_co,booking,Mexico City,Culiacan,One-Way,2025-09-09,,1,0,0,Y,,2410,VB,1581922158579,2495332106,0
2025-09-09 06:23:00,booking_co,booking,Cancun,Amsterdam,One-Way,2025-09-23,,1,0,0,Y,,2367,"NK,TP",1581980097304,2495279630,0
2025-09-09 06:23:00,booking_co,booking,Madrid,Monterrey,One-Way,2025-10-01,,1,0,0,Y,4,2410,"AM,TP,UX",1581959491665,2495291566,0
2025-09-09 06:23:00,booking_co,booking,Mexico City,Phoenix,One-Way,2025-10-07,,1,0,0,Y,,2412,AM,1581979527624,2495204641,0
2025-09-09 06:23:00,booking_co,booking,Mexico City,San Francisco,One-Way,2025-09-13,,1,0,0,Y,,2370,"AV,CM",1581954095811,2495198777,0
2025-09-09 06:23:00,booking_co,booking,Mexico City,Toronto,One-Way,2025-09-28,,1,0,0,Y,,2294,AM,1581950409404,2495306443,0
2025-09-09 06:22:59,booking_co,booking,Cancun,Vancouver,One-Way,2025-09-13,,1,0,0,Y,,2442,UA,1581980666596,2495207694,0
2025-09-09 06:22:59,booking_co,booking,Mexico City,Culiacan,One-Way,2025-09-09,,1,0,0,Y,,2410,VB,1581922158579,2495204639,0
2025-09-09 06:22:59,booking_co,booking,Mexico City,Orlando,One-Way,2025-09-10,,1,0,0,Y,,2445,VB,1581954215843,2495202664,0
2025-09-09 06:22:59,booking_co,booking,Mexico City,San Francisco,One-Way,2025-09-13,,1,0,0,Y,,2370,AA,1581954095811,2495236389,0
2025-09-09 06:22:59,booking_co,booking,Washington,Mexico City,One-Way,2025-10-03,,1,0,0,Y,,2289,UA,1581976767920,2495283670,0
2025-09-09 06:22:58,booking_co,booking,Cancun,Vancouver,One-Way,2025-09-13,,1,0,0,Y,,2442,UA,1581980666596,2495295559,0
2025-09-09 06:22:58,booking_co,booking,London,Mexico City,One-Way,2025-09-25,,1,0,0,Y,,2448,"LH,UA",1581941230660,2495232482,0
2025-09-09 06:22:58,booking_co,booking,Mexico City,Los Angeles,One-Way,2025-10-06,,1,0,0,Y,,2442,VB,1581978477368,2495185839,0
2025-09-09 06:22:58,booking_co,booking,Mexico City,San Francisco,One-Way,2025-09-13,,1,0,0,Y,,2370,"AA,UA",1581954095811,2495296543,0
2025-09-09 06:22:58,booking_co,booking,New York,Mexico City,One-Way,2025-09-28,,1,0,0,Y,,2442,AV,1581977697477,2495316423,0
2025-09-09 06:22:57,booking_co,booking,Cancun,Amsterdam,One-Way,2025-09-23,,1,0,0,Y,,2367,TK,1581980097304,2495227425,0
2025-09-09 06:22:57,booking_co,booking,Washington,Mexico City,One-Way,2025-10-03,,1,0,0,Y,,2289,AA,1581976767920,2495322247,0
2025-09-09 06:22:56,booking_co,booking,Cancun,Amsterdam,One-Way,2025-09-23,,1,0,0,Y,,2367,"NK,TP",1581980097304,2495337092,0
2025-09-09 06:22:56,booking_co,booking,Mexico City,San Francisco,One-Way,2025-09-13,,1,0,0,Y,,2370,"AA,UA",1581954095811,2495257028,0
2025-09-09 06:22:56,booking_co,booking,Washington,Mexico City,One-Way,2025-10-03,,1,0,0,Y,,2289,AC,1581976767920,2495239375,0
2025-09-09 06:22:55,booking_co,booking,Cancun,Vancouver,One-Way,2025-09-13,,1,0,0,Y,,2442,UA,1581980666596,2495199696,0
2025-09-09 06:22:55,booking_co,booking,London,Mexico City,One-Way,2025-09-25,,1,0,0,Y,,2448,EK,1581941230660,2495228496,0
2025-09-09 06:22:55,booking_co,booking,New York,Mexico City,One-Way,2025-09-28,,1,0,0,Y,,2442,LA,1581977697477,2495237365,0
2025-09-09 06:22:55,booking_co,booking,Toronto,Mexico City,One-Way,2025-09-30,,1,0,0,Y,,2445,AV,1581916130810,2495273775,0
2025-09-09 06:22:54,booking_co,booking,Cancun,Amsterdam,One-Way,2025-09-23,,1,0,0,Y,,2367,"NK,TP",1581980097304,2495215638,0
2025-09-09 06:22:54,booking_co,booking,London,Mexico City,One-Way,2025-09-25,,1,0,0,Y,,2448,WS,1581941230660,2495236387,0
2025-09-09 06:22:54,booking_co,booking,Mexico City,San Francisco,One-Way,2025-09-13,,1,0,0,Y,,2370,LH,1581954095811,2495069873,0
2025-09-09 06:22:53,booking_co,booking,Madrid,Monterrey,One-Way,2025-10-01,,1,0,0,Y,,2410,"AA,AY",1581959491665,2495239374,0
2025-09-09 06:22:53,booking_co,booking,Mexico City,Culiacan,One-Way,2025-09-09,,1,0,0,Y,,2410,VB,1581922158579,2495275778,0
2025-09-09 06:22:53,booking_co,booking,Mexico City,Culiacan,One-Way,2025-09-09,,1,0,0,Y,,2410,VB,1581922158579,2495342001,0
2025-09-09 06:22:53,booking_co,booking,Mexico City,Toronto,One-Way,2025-09-28,,1,0,0,Y,,2294,AC,1581950409404,2495244335,0
2025-09-09 06:22:52,booking_co,booking,Cancun,Vancouver,One-Way,2025-09-13,,1,0,0,Y,,2442,"AM,WS",1581980666596,2495334126,0
2025-09-09 06:22:52,booking_co,booking,Lima,Cancun,One-Way,2025-09-20,,1,0,0,Y,3,2448,"AM,AV",1581938831243,2495257026,0
2025-09-09 06:22:52,booking_co,booking,Mexico City,Culiacan,One-Way,2025-09-09,,1,0,0,Y,,2410,VB,1581922158579,2495316422,0
2025-09-09 06:22:52,booking_co,booking,Mexico City,Orlando,One-Way,2025-09-10,,1,0,0,Y,,2445,AV,1581954215843,2495244334,0
2025-09-09 06:22:52,booking_co,booking,Mexico City,San Francisco,One-Way,2025-09-13,,1,0,0,Y,,2370,"AS,UA",1581954095811,2495225416,0
2025-09-09 06:22:52,booking_co,booking,New York,Mexico City,One-Way,2025-09-28,,1,0,0,Y,,2442,CM,1581977697477,2495068942,0
2025-09-09 06:22:52,booking_co,booking,Washington,Mexico City,One-Way,2025-10-03,,1,0,0,Y,,2289,AA,1581976767920,2495205598,0
2025-09-09 06:22:51,booking_co,booking,Cancun,Vancouver,One-Way,2025-09-13,,1,0,0,Y,,2442,UA,1581980666596,2495196691,0
2025-09-09 06:22:51,booking_co,booking,Madrid,Monterrey,One-Way,2025-10-01,,1,0,0,Y,,2410,"AM,TP",1581959491665,2495248130,0
2025-09-09 06:22:50,booking_co,booking,Cancun,Vancouver,One-Way,2025-09-13,,1,0,0,Y,,2442,UA,1581980666596,2495296540,0
2025-09-09 06:22:50,booking_co,booking,Madrid,Monterrey,One-Way,2025-10-01,,1,0,0,Y,,2410,"AM,TP",1581959491665,2495071888,0
2025-09-09 06:22:50,booking_co,booking,Mexico City,Culiacan,One-Way,2025-09-09,,1,0,0,Y,,2410,VB,1581922158579,2495229439,0
2025-09-09 06:22:50,booking_co,booking,New York,Mexico City,One-Way,2025-09-28,,1,0,0,Y,,2442,CM,1581977697477,2495247169,0
2025-09-09 06:22:50,booking_co,booking,Toronto,Mexico City,One-Way,2025-09-30,,1,0,0,Y,,2445,WS,1581916130810,2495312428,0
2025-09-09 06:22:49,booking_co,booking,Lima,Cancun,One-Way,2025-09-20,,1,0,0,Y,,2448,H2,1581938831243,2495196690,0
2025-09-09 06:22:49,booking_co,booking,London,Mexico City,One-Way,2025-09-25,,1,0,0,Y,,2448,"LH,UA",1581941230660,2495313448,0
2025-09-09 06:22:49,booking_co,booking,Mexico City,Culiacan,One-Way,2025-09-09,,1,0,0,Y,,2410,VB,1581922158579,2495220502,0
2025-09-09 06:22:49,booking_co,booking,Mexico City,San Francisco,One-Way,2025-09-13,,1,0,0,Y,,2370,CM,1581954095811,2495217573,0
2025-09-09 06:22:48,booking_co,booking,Madrid,Monterrey,One-Way,2025-10-01,,1,0,0,Y,,2410,"AM,TP",1581959491665,2495327317,0
2025-09-09 06:22:48,booking_co,booking,Mexico City,San Francisco,One-Way,2025-09-13,,1,0,0,Y,,2370,"AA,UA",1581954095811,2495213531,0
2025-09-09 06:22:47,booking_co,booking,Cancun,Vancouver,One-Way,2025-09-13,,1,0,0,Y,,2442,WS,1581980666596,2495236386,0
2025-09-09 06:22:47,booking_co,booking,Lima,Cancun,One-Way,2025-09-20,,1,0,0,Y,,2448,CM,1581938831243,2495180823,0
2025-09-09 06:22:47,booking_co,booking,Mexico City,Culiacan,One-Way,2025-09-09,,1,0,0,Y,,2410,AM,1581922158579,2495207691,0
2025-09-09 06:22:47,booking_co,booking,Mexico City,San Francisco,One-Way,2025-09-13,,1,0,0,Y,,2370,"AV,CM",1581954095811,2495324364,0
2025-09-09 06:22:46,booking_co,booking,Cancun,Vancouver,One-Way,2025-09-13,,1,0,0,Y,,2442,UA,1581980666596,2495287605,0
2025-09-09 06:22:46,booking_co,booking,Mexico City,Orlando,One-Way,2025-09-10,,1,0,0,Y,,2445,CM,1581954215843,2495202661,0
2025-09-09 06:22:46,booking_co,booking,Mexico City,San Francisco,One-Way,2025-09-13,,1,0,0,Y,,2370,"AV,CM",1581954095811,2495312427,0
2025-09-09 06:22:45,booking_co,booking,Lima,Cancun,One-Way,2025-09-20,,1,0,0,Y,,2448,CM,1581938831243,2495250094,0
2025-09-09 06:22:45,booking_co,booking,Madrid,Monterrey,One-Way,2025-10-01,,1,0,0,Y,,2410,"AM,TK",1581959491665,2495241337,0
2025-09-09 06:22:45,booking_co,booking,Mexico City,Culiacan,One-Way,2025-09-09,,1,0,0,Y,,2410,AM,1581922158579,2495245246,0
2025-09-09 06:22:45,booking_co,booking,Washington,Mexico City,One-Way,2025-10-03,,1,0,0,Y,,2289,AV,1581976767920,2495219537,0
2025-09-09 06:22:44,booking_co,booking,Cancun,Amsterdam,One-Way,2025-09-23,,1,0,0,Y,,2367,AC,1581980097304,2495309452,0
2025-09-09 06:22:44,booking_co,booking,Cancun,Vancouver,One-Way,2025-09-13,,1,0,0,Y,,2442,AS,1581980666596,2495277802,0
2025-09-09 06:22:44,booking_co,booking,Mexico City,San Francisco,One-Way,2025-09-13,,1,0,0,Y,,2370,CM,1581954095811,2495227422,0
2025-09-09 06:22:44,booking_co,booking,New York,Mexico City,One-Way,2025-09-28,,1,0,0,Y,,2442,CM,1581977697477,2495308362,0
2025-09-09 06:22:44,booking_co,booking,Washington,Mexico City,One-Way,2025-10-03,,1,0,0,Y,,2289,AC,1581976767920,2495178888,0
2025-09-09 06:22:43,booking_co,booking,Lima,Cancun,One-Way,2025-09-20,,1,0,0,Y,,2448,CM,1581938831243,2495309451,0
2025-09-09 06:22:43,booking_co,booking,Mexico City,Culiacan,One-Way,2025-09-09,,1,0,0,Y,,2410,VB,1581922158579,2495174998,0
2025-09-09 06:22:43,booking_co,booking,Mexico City,Orlando,One-Way,2025-09-10,,1,0,0,Y,,2445,CM,1581954215843,2495068941,0
2025-09-09 06:22:43,booking_co,booking,Mexico City,San Francisco,One-Way,2025-09-13,,1,0,0,Y,,2370,"AV,CM",1581954095811,2495222495,0
2025-09-09 06:22:43,booking_co,booking,Mexico City,Toronto,One-Way,2025-09-28,,1,0,0,Y,,2294,AC,1581950409404,2495190758,0
2025-09-09 06:22:43,booking_co,booking,Toronto,Mexico City,One-Way,2025-09-30,,1,0,0,Y,,2445,AV,1581916130810,2495279629,0
2025-09-09 06:22:43,booking_co,booking,Washington,Mexico City,One-Way,2025-10-03,,1,0,0,Y,,2289,AC,1581976767920,2495217570,0
2025-09-09 06:22:42,booking_co,booking,Cancun,Vancouver,One-Way,2025-09-13,,1,0,0,Y,,2442,AC,1581980666596,2495297470,0
2025-09-09 06:22:42,booking_co,booking,Lima,Cancun,One-Way,2025-09-20,,1,0,0,Y,,2448,H2,1581938831243,2495202660,0
2025-09-09 06:22:42,booking_co,booking,London,Mexico City,One-Way,2025-09-25,,1,0,0,Y,,2448,LH,1581941230660,2495301456,0
2025-09-09 06:22:42,booking_co,booking,Mexico City,Orlando,One-Way,2025-09-10,,1,0,0,Y,,2445,VB,1581954215843,2495212561,0
2025-09-09 06:22:41,booking_co,booking,Cancun,Amsterdam,One-Way,2025-09-23,,1,0,0,Y,,2367,"FI,WS",1581980097304,2495225415,0
2025-09-09 06:22:41,booking_co,booking,Lima,Cancun,One-Way,2025-09-20,,1,0,0,Y,,2448,H2,1581938831243,2495256000,0
2025-09-09 06:22:40,booking_co,booking,Cancun,Vancouver,One-Way,2025-09-13,,1,0,0,Y,,2442,UA,1581980666596,2495244332,0
2025-09-09 06:22:40,booking_co,booking,Los Mochis,Mexico City,One-Way,2025-10-06,,1,0,0,Y,,2442,VB,1581914841408,2495222494,0
2025-09-09 06:22:40,booking_co,booking,Los Mochis,Mexico City,One-Way,2025-10-06,,1,0,0,Y,,2442,VB,1581914841408,2495320339,0
2025-09-09 06:22:40,booking_co,booking,Mexico City,San Francisco,One-Way,2025-09-13,,1,0,0,Y,,2370,AV,1581954095811,2495298539,0
2025-09-09 06:22:40,booking_co,booking,New York,Mexico City,One-Way,2025-09-28,,1,0,0,Y,,2442,CM,1581977697477,2495234371,0
2025-09-09 06:22:40,booking_co,booking,Toronto,Mexico City,One-Way,2025-09-30,,1,0,0,Y,,2445,WS,1581916130810,2495284691,0
2025-09-09 06:22:39,booking_co,booking,Cancun,Amsterdam,One-Way,2025-09-23,,1,0,0,Y,,2367,UA,1581980097304,2495306441,0
2025-09-09 06:22:39,booking_co,booking,London,Mexico City,One-Way,2025-09-25,,1,0,0,Y,,2448,EK,1581941230660,2495253021,0
2025-09-09 06:22:39,booking_co,booking,Los Mochis,Mexico City,One-Way,2025-10-06,,1,0,0,Y,,2442,VB,1581914841408,2495257025,0
2025-09-09 06:22:38,booking_co,booking,Mexico City,Culiacan,One-Way,2025-09-09,,1,0,0,Y,,2410,VB,1581922158579,2495196687,0
2025-09-09 06:22:38,booking_co,booking,Mexico City,Orlando,One-Way,2025-09-10,,1,0,0,Y,,2445,WS,1581954215843,2495291561,0
2025-09-09 06:22:38,booking_co,booking,Mexico City,San Francisco,One-Way,2025-09-13,,1,0,0,Y,,2370,"AV,CM",1581954095811,2495281688,0
2025-09-09 06:22:38,booking_co,booking,New York,Mexico City,One-Way,2025-09-28,,1,0,0,Y,,2442,AA,1581977697477,2495200749,0
2025-09-09 06:22:37,booking_co,booking,Cancun,Vancouver,One-Way,2025-09-13,,1,0,0,Y,,2442,AS,1581980666596,2495320338,0
2025-09-09 06:22:37,booking_co,booking,Mexico City,Orlando,One-Way,2025-09-10,,1,0,0,Y,,2445,VB,1581954215843,2495244330,0
2025-09-09 06:22:37,booking_co,booking,Mexico City,San Francisco,One-Way,2025-09-13,,1,0,0,Y,,2370,UA,1581954095811,2495218511,0
2025-09-09 06:22:36,booking_co,booking,Cancun,Amsterdam,One-Way,2025-09-23,,1,0,0,Y,,2367,UA,1581980097304,2495220501,0
2025-09-09 06:22:36,booking_co,booking,Houston,Mexico City,One-Way,2025-10-09,,1,0,0,Y,,2448,AA,1581901374496,2495298538,0
2025-09-09 06:22:36,booking_co,booking,Los Mochis,Mexico City,One-Way,2025-10-06,,1,0,0,Y,,2442,AM,1581914841408,2495309450,0
2025-09-09 06:22:36,booking_co,booking,Mexico City,Orlando,One-Way,2025-09-10,,1,0,0,Y,,2445,VB,1581954215843,2495308361,0
2025-09-09 06:22:36,booking_co,booking,New York,Mexico City,One-Way,2025-09-28,,1,0,0,Y,,2442,AA,1581977697477,2495186898,0
2025-09-09 06:22:35,booking_co,booking,Cancun,Vancouver,One-Way,2025-09-13,,1,0,0,Y,,2442,UA,1581980666596,2495324362,0
2025-09-09 06:22:35,booking_co,booking,Houston,Mexico City,One-Way,2025-10-09,,1,0,0,Y,,2448,VB,1581901374496,2495203653,0
2025-09-09 06:22:35,booking_co,booking,Mexico City,Orlando,One-Way,2025-09-10,,1,0,0,Y,,2445,VB,1581954215843,2495237358,0
2025-09-09 06:22:35,booking_co,booking,Mexico City,San Francisco,One-Way,2025-09-13,,1,0,0,Y,,2370,"AV,CM",1581954095811,2495322243,0
2025-09-09 06:22:35,booking_co,booking,Washington,Mexico City,One-Way,2025-10-03,,1,0,0,Y,,2289,AV,1581976767920,2495222493,0
2025-09-09 06:22:34,booking_co,booking,Cancun,Vancouver,One-Way,2025-09-13,,1,0,0,Y,,2442,UA,1581980666596,2495305418,0
2025-09-09 06:22:34,booking_co,booking,Houston,Mexico City,One-Way,2025-10-09,,1,0,0,Y,,2448,VB,1581901374496,2495334124,0
2025-09-09 06:22:34,booking_co,booking,Madrid,Monterrey,One-Way,2025-10-01,,1,0,0,Y,,2410,"AM,TP",1581959491665,2495309449,0
2025-09-09 06:22:34,booking_co,booking,New York,Mexico City,One-Way,2025-09-28,,1,0,0,Y,,2442,AA,1581977697477,2495238418,0
2025-09-09 06:22:33,booking_co,booking,Houston,Mexico City,One-Way,2025-10-09,,1,0,0,Y,,2448,VB,1581901374496,2495246289,0
2025-09-09 06:22:33,booking_co,booking,Los Mochis,Mexico City,One-Way,2025-10-06,,1,0,0,Y,,2442,AM,1581914841408,2495314349,0
2025-09-09 06:22:32,booking_co,booking,Houston,Mexico City,One-Way,2025-10-09,,1,0,0,Y,,2448,VB,1581901374496,2495235313,0
2025-09-09 06:22:32,booking_co,booking,Lima,Cancun,One-Way,2025-09-20,,1,0,0,Y,2,2448,"AV,LA",1581938831243,2495203652,0
2025-09-09 06:22:32,booking_co,booking,London,Mexico City,One-Way,2025-09-25,,1,0,0,Y,,2448,"AC,LH",1581941230660,2495326244,0
2025-09-09 06:22:32,booking_co,booking,Mexico City,Orlando,One-Way,2025-09-10,,1,0,0,Y,,2445,CM,1581954215843,2495324360,0
2025-09-09 06:22:31,booking_co,booking,Houston,Mexico City,One-Way,2025-10-09,,1,0,0,Y,,2448,VB,1581901374496,2495240381,0
2025-09-09 06:22:31,booking_co,booking,Lima,Cancun,One-Way,2025-09-20,,1,0,0,Y,,2448,CM,1581938831243,2495231457,0
2025-09-09 06:22:31,booking_co,booking,London,Mexico City,One-Way,2025-09-25,,1,0,0,Y,,2448,WS,1581941230660,2495225413,0
2025-09-09 06:22:31,booking_co,booking,Mexico City,Culiacan,One-Way,2025-09-09,,1,0,0,Y,,2410,VB,1581922158579,2495202658,0
2025-09-09 06:22:31,booking_co,booking,Mexico City,San Francisco,One-Way,2025-09-13,,1,0,0,Y,,2370,CM,1581954095811,2495286611,0
2025-09-09 06:22:30,booking_co,booking,Houston,Mexico City,One-Way,2025-10-09,,1,0,0,Y,,2448,VB,1581901374496,2495248124,0
2025-09-09 06:22:30,booking_co,booking,Washington,Mexico City,One-Way,2025-10-03,,1,0,0,Y,,2289,AA,1581976767920,2495208580,0
2025-09-09 06:22:29,booking_co,booking,Cancun,Amsterdam,One-Way,2025-09-23,,1,0,0,Y,2,2367,"PD,TS",1581980097304,2495216552,0
2025-09-09 06:22:29,booking_co,booking,Houston,Mexico City,One-Way,2025-10-09,,1,0,0,Y,,2448,VB,1581901374496,2495234370,0
2025-09-09 06:22:29,booking_co,booking,Los Mochis,Mexico City,One-Way,2025-10-06,,1,0,0,Y,,2442,VB,1581914841408,2495286610,0
2025-09-09 06:22:29,booking_co,booking,Mexico City,Culiacan,One-Way,2025-09-09,,1,0,0,Y,,2410,VB,1581922158579,2495251018,0
2025-09-09 06:22:29,booking_co,booking,Mexico City,San Francisco,One-Way,2025-09-13,,1,0,0,Y,,2370,AC,1581954095811,2495282614,0
2025-09-09 06:22:29,booking_co,booking,Mexico City,San Francisco,One-Way,2025-09-13,,1,0,0,Y,,2370,UA,1581954095811,2495205594,0
2025-09-09 06:22:28,booking_co,booking,Houston,Mexico City,One-Way,2025-10-09,,1,0,0,Y,,2448,VB,1581901374496,2495170999,0
2025-09-09 06:22:28,booking_co,booking,Lima,Cancun,One-Way,2025-09-20,,1,0,0,Y,,2448,CM,1581938831243,2495208579,0
2025-09-09 06:22:28,booking_co,booking,Mexico City,San Francisco,One-Way,2025-09-13,,1,0,0,Y,,2370,"AV,CM",1581954095811,2495230457,0
2025-09-09 06:22:28,booking_co,booking,New York,Mexico City,One-Way,2025-09-28,,1,0,0,Y,,2442,AA,1581977697477,2495232480,0
2025-09-09 06:22:28,booking_co,booking,Toronto,Mexico City,One-Way,2025-09-30,,1,0,0,Y,,2445,"AC,VB",1581916130810,2495194792,0
2025-09-09 06:22:27,booking_co,booking,Cancun,Amsterdam,One-Way,2025-09-23,,1,0,0,Y,,2367,UA,1581980097304,2495310365,0
2025-09-09 06:22:26,booking_co,booking,Cancun,Vancouver,One-Way,2025-09-13,,1,0,0,Y,,2442,AC,1581980666596,2495308358,0
2025-09-09 06:22:26,booking_co,booking,Mexico City,San Francisco,One-Way,2025-09-13,,1,0,0,Y,,2370,"AS,UA",1581954095811,2495336091,0
2025-09-09 06:22:25,booking_co,booking,Houston,Mexico City,One-Way,2025-10-09,,1,0,0,Y,,2448,TK,1581901374496,2495332099,0
2025-09-09 06:22:25,booking_co,booking,Houston,Mexico City,One-Way,2025-10-09,,1,0,0,Y,,2448,VB,1581901374496,2495277798,0
2025-09-09 06:22:25,booking_co,booking,Mexico City,Culiacan,One-Way,2025-09-09,,1,0,0,Y,,2410,VB,1581922158579,2495229433,0
2025-09-09 06:22:25,booking_co,booking,Mexico City,San Francisco,One-Way,2025-09-13,,1,0,0,Y,,2370,"AV,CM",1581954095811,2495213527,0
2025-09-09 06:22:24,booking_co,booking,Houston,Mexico City,One-Way,2025-10-09,,1,0,0,Y,,2448,VB,1581901374496,2495308357,0
2025-09-09 06:22:24,booking_co,booking,London,Mexico City,One-Way,2025-09-25,,1,0,0,Y,,2448,TK,1581941230660,2495253018,0
2025-09-09 06:22:24,booking_co,booking,Mexico City,San Francisco,One-Way,2025-09-13,,1,0,0,Y,,2370,"AV,CM",1581954095811,2495316420,0
